slug,name,roaster,rating,review_date,aroma,acid_or_milk,body,flavor,type_with_milk,roast_dark,roast_light,roast_medium,roast_medium_dark,roast_medium_light,roast_very_dark,roast_nan,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,region_south_america,type_espresso,type_organic,type_fair_trade,type_decaffeinated,type_pod_capsule,type_blend,type_estate,location,origin,roast,est_price,agtron,acid,aftertaste,with_milk,normalized_rating,origin_derived,review_year,review_month,popularity_tier
ethiopian-shanta-golba-espresso-fair-trade,Ethiopian Shanta Golba Espresso Fair Trade,JBC Coffee Roasters,90.0,2012-05-01,9.0,8.0,8.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,"Madison, Wisconsin","Sidama (also Sidamo) growing region, southern Ethiopia.",Medium,$10.99/12 ounces,52/56,,7.0,8.0,8.03125,southern Ethiopia.,2012,May,Highly Popular
kenya-aa-ruiru-mills-estate,Kenya AA Ruiru Mills Estate,Barrington Coffee Roasting Co.,92.0,2012-04-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lee, Massachusetts","Ruiru growing region, central Kenya.",Medium-Light,$19.95/16 ounces,54/68,8.0,8.0,,8.59375,central Kenya.,2012,April,Highly Popular
so-espresso-brazil-corrego-seco-dark-roast,SO Espresso Brazil Corrego Seco Dark Roast,Paradise Roasters,93.0,2012-04-01,9.0,9.0,8.0,9.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Ramsey, Minnesota","Chapada Diamantina growing region, Bahia State, Brazil.",Medium-Dark,$13.95/12 ounces,42/47,,8.0,9.0,8.875,Brazil.,2012,April,Highly Popular
lauras-blend-100-percent-kona-coffee-fancy,Laura’s Blend: 100 Percent Kona Coffee Fancy,Hula Daddy,93.0,2012-04-01,9.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Holualoa, Hawaii","Holualoa, North Kona growing district, Hawaii.",Medium,$47.95/16 ounces,54/64,8.0,8.0,,8.875,Hawaii.,2012,April,Highly Popular
ethiopian-tchembe-amaro-gayo,Ethiopian Tchembe Amaro Gayo,Fratello Coffee Roasters,93.0,2012-04-01,9.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Calgary, Alberta, Canada","Amaro region, southern Ethiopia.",Medium,CAD $17.94/12 ounces,55/65,8.0,8.0,,8.875,southern Ethiopia.,2012,April,Highly Popular
venice-nights,Venice Nights,Cafe Excellence,90.0,2012-04-01,8.0,7.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Audubon, Pennsylvania","Northern Sumatra, Indonesia; Mexico.",Medium,$9.44/12 ounces,53/65,7.0,7.0,,8.03125,Indonesia; Mexico.,2012,April,Highly Popular
chacolatay-blend,ChacolaTAY Blend,ChacolaTAY,93.0,2012-04-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Taichung City, Taiwan",Ethiopia; Sumatra.,Medium-Light,Not Available,56/74,8.0,8.0,,8.875,Ethiopia; Sumatra.,2012,April,Highly Popular
kenya-gichatha-ini-4,Kenya Gichatha-Ini,Gavagai,92.0,2012-04-01,8.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kaohsiung City, Taiwan",Central Kenya.,Medium,NTD $700/8 ounces,47/61,8.0,8.0,,8.59375,Central Kenya.,2012,April,Highly Popular
el-salvador-finca-el-majahual,El Salvador Finca El Majahual,Vertigo Coffee,91.0,2012-04-01,9.0,7.0,9.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"San Juan Bautista, California",El Salvador,Medium-Light,$15.97/12 ounces,53/69,7.0,7.0,,8.3125,El Salvador,2012,April,Highly Popular
kenya-kangocho,Kenya Kangocho,ChacolaTAY,89.0,2012-04-01,8.0,8.0,8.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Taichung City, Taiwan","Nyeri County, Kenya",Medium-Light,Not Available,56/73,8.0,8.0,,7.75,Kenya,2012,April,Moderately Popular
burundi-kiryama-micro-lot-8,Burundi Kiryama Micro Lot 8,Coffea Roasterie,93.0,2012-04-01,9.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sioux Falls, South Dakota","Kayanza Province, northern Burundi.",Medium,$15.75/12 ounces,54/63,8.0,8.0,,8.875,northern Burundi.,2012,April,Highly Popular
ethiopian-sidamo-shanta-golba-natural-processed,Ethiopian Sidamo Shanta Golba Natural Processed,JBC Coffee Roasters,92.0,2012-04-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,"Madison, Wisconsin","Sidama (also Sidamo) growing region, southern Ethiopia.",Medium-Light,$11.99/12 ounces,55/72,8.0,8.0,,8.59375,southern Ethiopia.,2012,April,Highly Popular
brasil-fazenda-sertao,Brasil Fazenda Sertao,Panther Coffee,89.0,2012-04-01,8.0,8.0,7.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Miami, Florida","Carmo de Minas growing region, Minas Gerais State, Brazil",Medium-Light,$10.00/8 ounces,56/70,8.0,8.0,,7.75,Brazil,2012,April,Moderately Popular
brazil-zinho-peaberry-natural,Brazil Zinho Peaberry Natural,Caravan Coffee,89.0,2012-04-01,8.0,7.0,8.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Newberg, Oregon","Campos Altos growing district, Minas Gerais State, Brazil.",Medium-Dark,$12.75/12 ounces,38/49,7.0,7.0,,7.75,Brazil.,2012,April,Moderately Popular
organic-brazil-diamantina,Organic Brazil Diamantina,Kickapoo Coffee,90.0,2012-04-01,8.0,8.0,7.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Viroqua, Wisconsin","Chapada Diamantina growing region, Bahia State, Brazil.",Medium-Light,$12.75/12 ounces,54/68,8.0,8.0,,8.03125,Brazil.,2012,April,Highly Popular
brazilian-medium-roast,"Brazilian, Medium Roast",Carvalho Coffee,90.0,2012-04-01,8.0,7.0,8.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oakville, Ontario, Canada",Brazil,Medium-Dark,CAD $10.00/250 grams (8.8 oz.),45/51,7.0,7.0,,8.03125,Brazil,2012,April,Highly Popular
brazil-fazenda-floresta,Brazil Fazenda Floresta,Salt Spring Coffee,90.0,2012-04-01,8.0,8.0,8.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Salt Spring Island, British Colombia, Canada","Chapada Diamantina growing region, Bahia State, Brazil.",Medium-Light,$14.50/12 ounces,58/76,8.0,8.0,,8.03125,Brazil.,2012,April,Highly Popular
brazil-monte-alegre,Brazil Monte Alegre,Kean Coffee,91.0,2012-04-01,8.0,9.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Newport Beach, California","Sul de Minas growing region, southern Minas Gerais State, Brazil.",Medium,$14.00/12 ounces,54/66,9.0,9.0,,8.3125,Brazil.,2012,April,Highly Popular
brazil-sitio-do-tanque,Brazil Sitio do Tanque,Gavagai,92.0,2012-04-01,8.0,8.0,9.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kaohsiung City, Taiwan","Chapada Diamantina growing region, Bahia State, Brazil.",Medium-Light,NTD $350/8 ounces,58/75,8.0,8.0,,8.59375,Brazil.,2012,April,Highly Popular
brazil-fazenda-chapadao-de-ferro-peaberry,Brazil Fazenda Chapadao de Ferro Peaberry,Panther Coffee,92.0,2012-04-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Miami, Florida","Patrocinio region, Minas Gerais State, Brazil.",Medium-Light,$10.00/8 ounces,53/71,8.0,8.0,,8.59375,Brazil.,2012,April,Highly Popular
sol-do-paraguassu-farm-natural-processed-brazil,Sol do Paraguassu Farm Natural Processed Brazil,OQ Coffee Co.,93.0,2012-04-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"New Brunswick, New Jersey","Chapada Diamantina growing region, Bahia State, Brazil.",Medium-Light,$14.00/8 ounces,58/69,8.0,8.0,,8.875,Brazil.,2012,April,Highly Popular
el-vergel-guatemala,El Vergel Guatemala,Terroir Coffee,97.0,2012-03-01,10.0,9.0,9.0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Acton, Massachusetts","Patzun growing region, Guatemala. ",Medium-Light,$16.50/12 ounces,61/75,9.0,9.0,,10.0,Guatemala.,2012,March,Highly Popular
colombia-finca-villa-loyola,Colombia Finca Villa Loyola,PT's Coffee Roasting Co.,94.0,2012-03-01,8.0,9.0,9.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Topeka, Kansas","Narino Department, southern Colombia",Medium-Light,$18.35/12 ounces,60/72,9.0,9.0,,9.15625,southern Colombia,2012,March,Highly Popular
colombian-la-esperanza,Colombian La Esperanza,Barrington Coffee Roasting Co.,94.0,2012-03-01,9.0,9.0,9.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lee, Massachusetts","Valle del Cauca growing region, Colombia.",Medium-Light,$17.95/16 ounces,58/73,9.0,9.0,,9.15625,Colombia.,2012,March,Highly Popular
tano-batak-sumatra-2,Tano Batak Sumatra,Kuma Coffee,93.0,2012-03-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seattle, Washington","Lintong growing region, North Sumatra, Indonesia.",Medium-Light,$15.00/12 ounces,55/69,8.0,8.0,,8.875,Indonesia.,2012,March,Highly Popular
gacokwe-burundi,Gacokwe Burundi,Kuma Coffee,92.0,2012-03-01,8.0,8.0,9.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seattle, Washington","Kayanza Province, Burundi.",Medium-Light,$15.00/12 ounces,54/77,8.0,8.0,,8.59375,Burundi.,2012,March,Highly Popular
bolivia-marcial-huanca,Bolivia Marcial Huanca,Bird Rock Coffee Roasters,93.0,2012-03-01,9.0,9.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"La Jolla, California","Caranavi Province, Bolivia.",Medium-Light,$16.99/12 ounces,58/73,9.0,9.0,,8.875,Bolivia.,2012,March,Highly Popular
guatemalan-la-joya,Guatemalan La Joya,Barrington Coffee Roasting Co.,91.0,2012-03-01,8.0,7.0,9.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lee, Massachusetts","Sacatepequez region, Guatemala",Medium-Light,$18.45/16 ounces,56/75,7.0,7.0,,8.3125,Guatemala,2012,March,Highly Popular
house-blend-k-cup-2,House Blend (K-Cup),Tully's Coffee,87.0,2012-03-01,7.0,7.0,8.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Seattle, Washington",Not disclosed.,Dark,$16.49/24 K-Cups,0/36,7.0,7.0,,7.1875,Not disclosed.,2012,March,Moderately Popular
sumatra-reserve-extra-bold-fair-trade-organic-k-cup,Sumatra Reserve Extra Bold Fair Trade Organic (K-Cup),Green Mountain Coffee,85.0,2012-03-01,7.0,6.0,7.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,"Waterbury, Vermont","Sumatra, Indonesia.",Medium-Dark,$16.49/24 K-Cups,0/44,6.0,6.0,,6.625,Indonesia.,2012,March,Moderately Popular
pf-espresso-blend,P&F Espresso Blend,P&F Coffee,92.0,2012-03-01,8.0,7.0,9.0,9.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Bangkok, Thailand",Not disclosed.,Medium-Dark,Not available.,43/53,,9.0,7.0,8.59375,Not disclosed.,2012,March,Highly Popular
rwanda-gatare-cup-of-excellence-lot-6,Rwanda Gatare Cup of Excellence Lot 6,Café Grumpy,92.0,2012-03-01,8.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Brooklyn, New York","Nyamasheke District, Rwanda.",Medium,$28.00/12 ounces,52/62,8.0,8.0,,8.59375,Rwanda.,2012,March,Highly Popular
sumatra-red-badger,Sumatra Red Badger,Cultiva Fine Coffee,91.0,2012-03-01,8.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lincoln, Nebraska","Aceh Province, northern Sumatra, Indonesia.",Medium,$15.75/16 ounces,50/67,8.0,8.0,,8.3125,Indonesia.,2012,March,Highly Popular
kenya-nyeri-aa-gaturiri,Kenya Nyeri AA Gaturiri,The WestBean Coffee Roasters,94.0,2012-03-01,9.0,9.0,8.0,9.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"San Diego, California","Nyeri growing region, central Kenya.",Medium-Dark,$15.99/8 ounces,45/52,9.0,9.0,,9.15625,central Kenya.,2012,March,Highly Popular
kenya-aa-nyeri-gaturiri,Kenya AA Nyeri Gaturiri,Magpie Coffee Roasters,93.0,2012-03-01,8.0,9.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reno, Nevada","Nyeri growing region, central Kenya.",Medium-Light,$22.50/12 ounces,53/70,9.0,9.0,,8.875,central Kenya.,2012,March,Highly Popular
el-salvador-finca-suiza-santa-ana,El Salvador Finca Suiza Santa Ana,Magpie Coffee Roasters,92.0,2012-03-01,9.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reno, Nevada","Santa Ana growing region, El Salvador.",Medium,$18.00/12 ounces,53/67,8.0,8.0,,8.59375,El Salvador.,2012,March,Highly Popular
colombia-pablo-zuniga-micro-lot,Colombia Pablo Zuniga Micro Lot,Olympia Coffee Roasting Co.,88.0,2012-03-01,8.0,7.0,8.0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Olympia, Washington","Huila growing region, Colombia.",Medium,$18.03/16 ounces,51/65,7.0,7.0,,7.46875,Colombia.,2012,March,Moderately Popular
colombia-fondo-paez-cooperative-organic,Colombia Fondo Paez Cooperative Organic,Conscious Coffees,89.0,2012-03-01,9.0,7.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Boulder, Colorado","Valle de Cauca, Colombia.",Medium,$12.99/12 ounces,50/56,7.0,7.0,,7.75,Colombia.,2012,March,Moderately Popular
colombia-tolima-finca-las-florestales,Colombia Tolima Finca Las Florestales,Portland Roasting,89.0,2012-03-01,8.0,7.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Portland, Oregon","Tolima growing region, Colombia.",Medium,$11.50/12 ounces,52/64,7.0,7.0,,7.75,Colombia.,2012,March,Moderately Popular
colombia-las-mercedes-2011-cup-of-excellence-2-auction-lot,Colombia Las Mercedes 2011 Cup of Excellence #2 Auction Lot,Linking Coffee,90.0,2012-03-01,10.0,7.0,7.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Taipei City, Taiwan","Huila growing region, Colombia.",Medium,$32.00/8 ounces,55/62,7.0,7.0,,8.03125,Colombia.,2012,March,Highly Popular
colombia-san-agustin-2,Colombia San Agustin,Equator Coffees & Teas,91.0,2012-03-01,9.0,8.0,8.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"San Rafael, California","Huila growing region, Colombia.",Medium-Light,$17.50/16 ounces,60/67,8.0,8.0,,8.3125,Colombia.,2012,March,Highly Popular
colombia-la-coqueta,Colombia La Coqueta,Cafe Grumpy,91.0,2012-03-01,8.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Brooklyn, New York","Tolima, Colombia.",Medium-Light,$22.00/12 ounces,56/66,8.0,8.0,,8.3125,Colombia.,2012,March,Highly Popular
colombia-organic,Colombia Organic,DOMA Coffee Roasting Company,92.0,2012-03-01,8.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Post Falls, Idaho","Valle de Cauca, Colombia.",Medium,$16.60/16 ounces,53/60,8.0,8.0,,8.59375,Colombia.,2012,March,Highly Popular
colombia-piendamo-meseta-de-popayan,Colombia Piendamo Meseta de Popayan,Mtn. Air Roasting,92.0,2012-03-01,9.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ashville, North Carolina","Popayan growing region, Colombia.",Medium,$10.50/12 ounces,54/65,8.0,8.0,,8.59375,Colombia.,2012,March,Highly Popular
colombia-martha-cecelia-rojas,Colombia Martha Cecelia Rojas,Lone Pine Coffee Roasters,93.0,2012-03-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bend, Oregon","Pitalito growing region, Huila Department, Colombia. ",Medium-Light,$14.00/12 ounces,57/70,8.0,8.0,,8.875,Colombia.,2012,March,Highly Popular
colombia-huila-monserrate-yaneth-gil-microlot,Colombia Huila Monserrate Yaneth Gil Microlot,Victrola Coffee Roasters,94.0,2012-03-01,9.0,9.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Seattle, Washington","Huila growing region, Colombia.",Medium,$9.50/8 ounces,54/63,9.0,9.0,,9.15625,Colombia.,2012,March,Highly Popular
sumatra-lintong-fully-washed,Sumatra Lintong Fully Washed,Café Excellence,93.0,2012-02-01,8.0,9.0,9.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Audubon, Pennsylvania","Lintong growing district, northern Sumatra, Indonesia.",Medium,$11.95/12 ounces,46/56,9.0,9.0,,8.875,Indonesia.,2012,February,Highly Popular
ethiopia-deep-blue-harrar,Ethiopia Deep Blue Harrar,Cafe Excellence,90.0,2012-02-01,9.0,8.0,8.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Audobon, Pennsylvania","Harrar growing region, Ethiopia.",Medium-Dark,$10.50/12 ounces,43/53,8.0,8.0,,8.03125,Ethiopia.,2012,February,Highly Popular
espresso-blend-12,Espresso Blend,The Beanery Coffee Roasters,91.0,2012-02-01,8.0,9.0,9.0,8.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Valdosta, Georgia",Not disclosed.,Dark,$12.95/16 ounces,35/38,,7.0,9.0,8.3125,Not disclosed.,2012,February,Highly Popular
bc-espresso,BC Espresso,Big Creek Coffee Roasters,89.0,2012-02-01,8.0,8.0,8.0,8.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Hamilton, Montana",Not disclosed.,Dark,$11.00/12 ounces,39/42,,7.0,8.0,7.75,Not disclosed.,2012,February,Moderately Popular
espresso-de-tropico,Espresso de Tropico,Paradise Roasters,92.0,2012-02-01,9.0,8.0,8.0,8.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Ramsey, Minnesota",Not disclosed.,Medium-Dark,$13.95/12 ounces,41/50,,9.0,8.0,8.59375,Not disclosed.,2012,February,Highly Popular
espresso-classico-5,Espresso Classico,Paradise Coffee Roasters,93.0,2012-02-01,9.0,9.0,9.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Ramsey, Minnesota",Not disclosed.,Medium,$11.95/12 ounces,46/58,,8.0,9.0,8.875,Not disclosed.,2012,February,Highly Popular
flores-bajawa-ngura-organic,Flores Bajawa Ngura Organic,Mystic Monk Coffee,91.0,2012-02-01,9.0,8.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clark, Wyoming","Flores, Indonesia.",Medium,$13.99/12 ounces,46/60,8.0,8.0,,8.3125,Indonesia.,2012,February,Highly Popular
colombia-el-roble-single-origin-espresso,Colombia El Roble Single Origin Espresso,Terroir Coffee,94.0,2012-02-01,8.0,9.0,8.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Acton, Massachusetts","Santander Department, Colombia.",Medium,$17.75/12 ounces,48/59,,10.0,9.0,9.15625,Colombia.,2012,February,Highly Popular
opus-one-espresso,Opus One Espresso,Linking Coffee,91.0,2012-02-01,9.0,8.0,8.0,8.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Taipei City, Taiwan","Africa, Asia and Latin America.",Medium-Dark,US $24.00/16 ounces,44/53,,8.0,8.0,8.3125,Asia and Latin America.,2012,February,Highly Popular
bolivia-taipiplaya-fair-trade-organic-certified,Bolivia “Taipiplaya” Fair Trade Organic Certified,Grounds for Change,90.0,2012-02-01,8.0,8.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,"Poulsbo, Washington","Carnavi Province, Bolivia.",Medium,$10.95/12 ounces,50/62,8.0,8.0,,8.03125,Bolivia.,2012,February,Highly Popular
rwanda-dukunde-kawa-cooperative,Rwanda Dukunde Kawa Cooperative,Coffea Roasterie,92.0,2012-02-01,9.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sioux Falls, South Dakota","Gakenke growing region, central Rwanda.",Medium,$15.00/12 ounces,51/58,8.0,8.0,,8.59375,central Rwanda.,2012,February,Highly Popular
rwanda-4,Rwanda,Big Creek Coffee Roasters,90.0,2012-02-01,9.0,7.0,8.0,8.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Hamilton, Montana",Rwanda.,Medium-Dark,$12.00/12 ounces,40/47,7.0,7.0,,8.03125,Rwanda.,2012,February,Highly Popular
concerto-psychedelico-duo-espresso,Concerto Psychedelico “Duo” Espresso,Simon Hsieh's Aroma Roast Coffees,93.0,2012-02-01,10.0,8.0,9.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Taoyuan City, Taiwan.",Not disclosed.,Medium,NT$950/16 ounces,50/67,,8.0,8.0,8.875,Not disclosed.,2012,February,Highly Popular
kenya-aa-top-single-origin-espresso,Kenya AA Top Single Origin Espresso,Simon Hsieh's Aroma Roast Coffees,96.0,2012-02-01,9.0,9.0,9.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Taoyuan City, Taiwan.",Central Kenya.,Medium,NT$1400/16 ounces,47/59,,9.0,9.0,9.71875,Central Kenya.,2012,February,Highly Popular
ethiopia-yirgacheffe-koke-organic,Ethiopia Yirgacheffe Koke Organic,Vertigo Coffee,93.0,2012-02-01,8.0,9.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"San Juan Bautista, California.","Yirgacheffe growing region, southern Ethiopia.",Medium-Light,$15.97/12 ounces,53/73,9.0,9.0,,8.875,southern Ethiopia.,2012,February,Highly Popular
kenya-aa-extra-bold-k-cup,Kenya AA Extra Bold (K-Cup),Green Mountain Coffee,89.0,2012-02-01,9.0,7.0,8.0,8.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Waterbury, Vermont.",South-central Kenya.,Medium-Dark,$16.49/24 K-Cups,0/44,7.0,7.0,,7.75,South-central Kenya.,2012,February,Moderately Popular
sumatra-reserve-fair-trade-organic-2,Sumatra Reserve Fair-Trade Organic,Green Mountain Coffee,88.0,2012-02-01,8.0,8.0,7.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,"Waterbury, Vermont.","Northern Sumatra, Indonesia.",Medium-Dark,$9.49/10 ounces,37/45,8.0,8.0,,7.46875,Indonesia.,2012,February,Moderately Popular
ethiopia-yirgacheffe-gedeo-worka-fair-trade-organic-certified,Ethiopia Yirgacheffe Gedeo Worka Fair Trade Organic Certified,JBC Coffee Roasters,94.0,2012-02-01,9.0,8.0,8.0,9.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,"Madison, Wisconsin.","Yirgacheffe growing region, southern Ethiopia.",Light,$15.99/12 onces,59/89,8.0,8.0,,9.15625,southern Ethiopia.,2012,February,Highly Popular
kenya-meru-kinjo-peaberry,Kenya Meru Kinjo Peaberry,JBC Coffee Roasters,94.0,2012-02-01,9.0,9.0,8.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Madison, Wisconsin.","Meru County, central Kenya.",Medium-Light,$19.99/12 ounces,54/72,9.0,9.0,,9.15625,central Kenya.,2012,February,Highly Popular
el-salvador-santa-rita,El Salvador Santa Rita,Lexington Coffee Roasters,94.0,2012-02-01,9.0,9.0,9.0,9.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Lexington, Virginia.","Santa Rita growing region, El Salvador.",Medium-Light,$11.25/12 ounces.,56/80,9.0,9.0,,9.15625,El Salvador.,2012,February,Highly Popular
brothers-espresso,Brothers Espresso,Conscious Cup Coffee Roasters,92.0,2012-02-01,9.0,8.0,8.0,9.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Crystal Lake, Illinois",Not disclosed.,Medium-Light,$19.75/ 16 ounces.,55/75,,8.0,8.0,8.59375,Not disclosed.,2012,February,Highly Popular
mexico-chiapas-el-triunfo-biosphere-fair-trade-organic,Mexico Chiapas El Triunfo Biosphere Fair Trade Organic,Conscious Cup Coffee Roasters,92.0,2012-02-01,9.0,7.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"Crystal Lake, Illinois","Chiapas, Mexico.",Medium,$17.35/16 ounces,51/67,7.0,7.0,,8.59375,Mexico.,2012,February,Highly Popular
guatemala-huehuetenango-fair-trade-certified,Guatemala Huehuetenango Fair Trade Certified,Conscious Cup Coffee Roasters,92.0,2012-02-01,8.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Crystal Lake, Illinois","Huehuetenango growing region, Guatemala.",Medium-Light,$17.35/16 ounces,51/76,8.0,8.0,,8.59375,Guatemala.,2012,February,Highly Popular
sumatra-mandheling-fair-trade-certified,Sumatra Mandheling Fair Trade Certified,Conscious Cup Coffee Roasters,92.0,2012-02-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Crystal Lake, Illinois.","Northern Sumatra, Indonesia.",Medium-Light,$18.50/16 ounces,50/72,8.0,8.0,,8.59375,Indonesia.,2012,February,Highly Popular
